tool_name,arg_category,source_file,request_idx,rep,observed_elapsed,measured_elapsed,effective_elapsed,timing_source,had_summarization,output_length,output_preview,error,args_json
search_wiki_revisions,entity,L1_18_0_0404,10,1,0.10756778717041016,0.09920438891276717,0.09920438891276717,full,False,2145,,,"{""entity"": ""Giganotosaurus"", ""month"": 11, ""year"": 2016}"
search_wiki_revisions,entity,L1_18_0_0404,26,1,0.10818243026733398,0.07752804295159876,0.07752804295159876,full,False,2145,,,"{""entity"": ""Giganotosaurus"", ""month"": 11, ""year"": 2016}"
search_wiki_revisions,entity,L1_1_0_0404,2,1,0.10823965072631836,0.1801612051203847,0.1801612051203847,full,False,288,,,"{""entity"": ""Mercedes Sosa"", ""month"": 12, ""year"": 2022}"
search_wiki_revisions,entity,L1_1_0_0404,4,1,0.08485674858093262,0.08041731407865882,0.08041731407865882,full,False,144,,,"{""entity"": ""Mercedes Sosa"", ""month"": 11, ""year"": 2022}"
search_wiki_revisions,entity,L1_1_0_0404,5,1,0.08580899238586426,0.0855162781663239,0.0855162781663239,full,False,2,,,"{""entity"": ""Mercedes Sosa"", ""month"": 10, ""year"": 2022}"
search_wiki_revisions,entity,L1_1_0_0404,6,1,0.07074809074401855,0.08165176003240049,0.08165176003240049,full,False,2,,,"{""entity"": ""Mercedes Sosa"", ""month"": 9, ""year"": 2022}"
search_wiki_revisions,entity,L1_1_0_0404,7,1,0.07080626487731934,0.08800616906955838,0.08800616906955838,full,False,288,,,"{""entity"": ""Mercedes Sosa"", ""month"": 8, ""year"": 2022}"
search_wiki_revisions,entity,L1_1_0_0404,8,1,0.07066702842712402,0.09593622689135373,0.09593622689135373,full,False,2,,,"{""entity"": ""Mercedes Sosa"", ""month"": 7, ""year"": 2022}"
search_wiki_revisions,entity,L1_1_0_0404,9,1,0.07152438163757324,0.0815171878784895,0.0815171878784895,full,False,144,,,"{""entity"": ""Mercedes Sosa"", ""month"": 6, ""year"": 2022}"
search_wiki_revisions,entity,L1_1_0_0404,10,1,0.07113289833068848,0.08540151501074433,0.08540151501074433,full,False,288,,,"{""entity"": ""Mercedes Sosa"", ""month"": 5, ""year"": 2022}"
search_wiki_revisions,entity,L1_1_0_0404,11,1,0.07108378410339355,0.11076998081989586,0.11076998081989586,full,False,1152,,,"{""entity"": ""Mercedes Sosa"", ""month"": 4, ""year"": 2022}"
search_wiki_revisions,entity,L1_1_0_0404,12,1,0.07015132904052734,0.07914486201480031,0.07914486201480031,full,False,144,,,"{""entity"": ""Mercedes Sosa"", ""month"": 3, ""year"": 2022}"
search_wiki_revisions,entity,L1_1_0_0404,13,1,0.07126331329345703,0.07952081807889044,0.07952081807889044,full,False,2,,,"{""entity"": ""Mercedes Sosa"", ""month"": 2, ""year"": 2022}"
search_wiki_revisions,entity,L1_1_0_0404,14,1,0.07070398330688477,0.09336651512421668,0.09336651512421668,full,False,2,,,"{""entity"": ""Mercedes Sosa"", ""month"": 1, ""year"": 2022}"
search_wiki_revisions,entity,L2_20_0_0404,2,1,0.09675335884094238,0.11495735798962414,0.11495735798962414,full,False,1976,,,"{""entity"": ""The Lord of the Rings"", ""month"": 7, ""year"": 2023}"
search_wiki_revisions,entity,L2_20_0_0404,8,1,0.08598065376281738,0.0805831509642303,0.0805831509642303,full,False,306,,,"{""entity"": ""A Song of Ice and Fire"", ""month"": 7, ""year"": 2023}"
search_wiki_revisions,entity,L2_42_0_0412,2,1,0.16552329063415527,0.08360767993144691,0.08360767993144691,full,False,2,,,"{""entity"": ""Antidisestablishmentarianism"", ""month"": 6, ""year"": 2023}"
search_wiki_revisions,entity,L2_42_0_0412,7,1,0.13182663917541504,0.08462970517575741,0.08462970517575741,full,False,2,,,"{""entity"": ""Antidisestablishmentarianism"", ""month"": 6, ""year"": 2023}"
search_wiki_revisions,entity,L2_61_0_0410,2,1,0.14135146141052246,0.10082513093948364,0.10082513093948364,full,False,141,,,"{""entity"": ""Carl Nebel"", ""month"": 8, ""year"": 2023}"
search_wiki_revisions,entity,L2_61_0_0410,4,1,0.0550234317779541,0.09928135108202696,0.09928135108202696,full,False,2,,,"{""entity"": ""Carl Nebel"", ""month"": 7, ""year"": 2023}"
search_wiki_revisions,entity,L2_61_0_0410,5,1,0.06762313842773438,0.09788119699805975,0.09788119699805975,full,False,2,,,"{""entity"": ""Carl Nebel"", ""month"": 6, ""year"": 2023}"
search_wiki_revisions,entity,L2_61_0_0410,6,1,0.06893658638000488,0.08624945604242384,0.08624945604242384,full,False,2,,,"{""entity"": ""Carl Nebel"", ""month"": 5, ""year"": 2023}"
search_wiki_revisions,entity,L2_61_0_0410,7,1,0.05445551872253418,0.10004896484315395,0.10004896484315395,full,False,2,,,"{""entity"": ""Carl Nebel"", ""month"": 4, ""year"": 2023}"
search_wiki_revisions,entity,L2_61_0_0410,8,1,0.0549776554107666,0.07440408295951784,0.07440408295951784,full,False,2,,,"{""entity"": ""Carl Nebel"", ""month"": 3, ""year"": 2023}"
search_wiki_revisions,entity,L2_61_0_0410,9,1,0.0540928840637207,0.1061011808924377,0.1061011808924377,full,False,2,,,"{""entity"": ""Carl Nebel"", ""month"": 2, ""year"": 2023}"
search_wiki_revisions,entity,L2_61_0_0410,10,1,0.06903433799743652,0.08409770205616951,0.08409770205616951,full,False,2,,,"{""entity"": ""Carl Nebel"", ""month"": 1, ""year"": 2023}"
search_wiki_revisions,entity,L2_61_0_0410,11,1,0.053952932357788086,0.10664177290163934,0.10664177290163934,full,False,2,,,"{""entity"": ""Carl Nebel"", ""month"": 12, ""year"": 2022}"
search_wiki_revisions,entity,L2_61_0_0410,12,1,0.054976463317871094,0.10271894792094827,0.10271894792094827,full,False,2,,,"{""entity"": ""Carl Nebel"", ""month"": 11, ""year"": 2022}"
search_wiki_revisions,entity,L2_61_0_0410,13,1,0.06857156753540039,0.07769713108427823,0.07769713108427823,full,False,2,,,"{""entity"": ""Carl Nebel"", ""month"": 10, ""year"": 2022}"
search_wiki_revisions,entity,L2_61_0_0410,14,1,0.06922364234924316,0.09830663702450693,0.09830663702450693,full,False,2,,,"{""entity"": ""Carl Nebel"", ""month"": 9, ""year"": 2022}"
search_wiki_revisions,entity,L2_61_0_0410,15,1,0.05529189109802246,0.10450205788947642,0.10450205788947642,full,False,2,,,"{""entity"": ""Carl Nebel"", ""month"": 8, ""year"": 2022}"
search_wiki_revisions,entity,L2_61_0_0410,16,1,0.05471396446228027,0.10364380804821849,0.10364380804821849,full,False,2,,,"{""entity"": ""Carl Nebel"", ""month"": 7, ""year"": 2022}"
search_wiki_revisions,entity,L2_61_0_0410,17,1,0.0542299747467041,0.08714225818403065,0.08714225818403065,full,False,2,,,"{""entity"": ""Carl Nebel"", ""month"": 6, ""year"": 2022}"
search_wiki_revisions,entity,L2_61_0_0410,21,1,0.0842893123626709,0.09746059495955706,0.09746059495955706,full,False,141,,,"{""entity"": ""Carl Nebel"", ""month"": 8, ""year"": 2023}"
search_wiki_revisions,entity,L2_65_2_0404,6,1,0.05622410774230957,0.10557264718227088,0.10557264718227088,full,False,1254,,,"{""entity"": ""Greenland"", ""month"": 1, ""year"": 2021}"
search_wiki_revisions,entity,L2_65_2_0404,8,1,0.07055020332336426,0.08487016218714416,0.08487016218714416,full,False,156,,,"{""entity"": ""Demographics_of_Greenland"", ""month"": 1, ""year"": 2021}"
search_wiki_revisions,entity,L2_65_2_0404,36,1,0.10100388526916504,0.08086619502864778,0.08086619502864778,full,False,1254,,,"{""entity"": ""Greenland"", ""month"": 1, ""year"": 2021}"
