tool_name,arg_category,source_file,request_idx,rep,observed_elapsed,measured_elapsed,effective_elapsed,timing_source,had_summarization,output_length,output_preview,error,args_json
search_wiki,entity,L1_0_0_0412,2,1,1.2827579975128174,0.3563869420904666,0.3563869420904666,full,False,562,,,"{""entity"": ""Moon""}"
search_wiki,entity,L1_0_0_0412,22,1,0.605888843536377,0.21414380404166877,0.21414380404166877,full,False,23501,,,"{""entity"": ""Eliud Kipchoge""}"
search_wiki,entity,L1_0_0_0412,37,1,0.41354918479919434,0.4712814202066511,0.4712814202066511,full,False,562,,,"{""entity"": ""Moon""}"
search_wiki,entity,L1_0_0_0412,37,1,0.2827119827270508,0.23336250707507133,0.23336250707507133,full,False,23501,,,"{""entity"": ""Eliud Kipchoge""}"
search_wiki,entity,L1_10_0_0404,5,1,0.7142565250396729,0.5293422159738839,0.5293422159738839,full,False,52273,,,"{""entity"": ""De Morgan's laws""}"
search_wiki,entity,L1_10_0_0404,5,1,0.3687717914581299,0.31303374003618956,0.31303374003618956,full,False,136,,,"{""entity"": ""Contraposition""}"
search_wiki,entity,L1_10_0_0404,5,1,0.7454755306243896,0.5544675460550934,0.5544675460550934,full,False,6744,,,"{""entity"": ""Material implication (rule of inference)""}"
search_wiki,entity,L1_10_0_0404,6,1,0.5966053009033203,0.47567743598483503,0.47567743598483503,full,False,56513,,,"{""entity"": ""Contraposition (logic)""}"
search_wiki,entity,L1_11_0_0404,11,1,0.6017398834228516,0.4330769449006766,0.4330769449006766,full,False,30135,,,"{""entity"": ""potato""}"
search_wiki,entity,L1_11_0_0404,35,1,0.32112932205200195,0.24202335183508694,0.24202335183508694,full,False,30135,,,"{""entity"": ""potato""}"
search_wiki,entity,L1_12_0_0404,2,1,0.5814177989959717,0.40900001185946167,0.40900001185946167,full,False,1537,,,"{""entity"": ""Hreidmar""}"
search_wiki,entity,L1_15_0_0409,26,1,0.5977206230163574,0.46639565913937986,0.46639565913937986,full,False,26066,,,"{""entity"": ""nano-diamond""}"
search_wiki,entity,L1_18_0_0404,2,1,1.7182424068450928,1.1569348839111626,1.1569348839111626,full,False,484,,,"{""entity"": ""Wikipedia:Featured_articles""}"
