session_id,request_id,model_id,num_prefill_tokens,num_decode_tokens,num_cached_tokens,expected_prefix_hit,client_sent_wall,client_recv_wall,arrival,queued,scheduled,prefill_end,request_end,success
0,0,1,2751,403,0,0,1787565568.26261,1787565576.013068,1787565568.806259,967913.7749981,967914.510334568,967914.83511963,967914.83511963,True
0,1,1,4063,112,0,3154,1787565577.6682274,1787565579.5610075,1787565577.7891035,967922.758129225,967922.778465229,967922.812505292,967922.812505292,True
0,2,0,7622,322,0,0,1787565580.4671593,1787565587.461918,1787565581.3984802,967926.368488425,967927.230328565,967927.555494972,967927.555494972,True
0,3,1,5424,846,0,4175,1787565587.462427,1787565600.54347,1787565587.593678,967932.563291172,967932.591583154,967932.627405958,967932.627405958,True
0,4,0,7314,17,0,44,1787565601.056682,1787565602.0612838,1787565601.6438122,967946.614288609,967946.761016315,967946.798712724,967946.798712724,True
0,5,1,5786,223,0,5786,1787565602.0618794,1787565605.530199,1787565602.1096065,967947.08443774,967947.116293827,967947.147056736,967947.147056736,True
0,6,1,7021,361,0,6009,1787565607.218255,1787565612.8680727,1787565607.3409357,967952.315934243,967952.36610002,967952.396441457,967952.396441457,True
0,7,0,7532,235,0,44,1787565613.5672617,1787565618.022727,1787565614.1744626,967959.146926995,967959.323972807,967959.482072765,967959.482072765,True
0,8,1,7830,398,0,7382,1787565618.023493,1787565624.178434,1787565618.1193604,967963.093562846,967963.126056588,967963.156513676,967963.156513676,True
0,9,0,6406,8,0,45,1787565624.7116616,1787565625.4798474,1787565625.2210965,967970.191252503,967970.317322062,967970.354535288,967970.354535288,True
0,10,1,8323,362,0,8228,1787565625.4806385,1787565631.1110597,1787565625.5491946,967970.523725325,967970.556057516,967970.586360292,967970.586360292,True
0,11,1,10022,724,0,8685,1787565632.6844275,1787565643.9200084,1787565632.8657987,967977.845721371,967977.892952358,967977.923160853,967977.923160853,True
0,12,1,10500,69,0,10500,1787565643.921066,1787565645.11761,1787565643.9932492,967988.978608056,967989.00993254,967989.040712199,967989.040712199,True
1,1000,1,3309,314,0,0,1787565598.363968,1787565603.4027677,1787565598.4634528,967943.43813821,967943.488717671,967943.646198963,967943.646198963,True
1,1001,1,4634,216,0,3623,1787565604.9906414,1787565608.40988,1787565605.1139705,967950.083324597,967950.134724973,967950.165325122,967950.165325122,True
1,1002,0,17704,392,0,0,1787565609.05724,1787565617.295621,1787565610.7480783,967955.720397354,967956.073152759,967956.110845688,967956.110845688,True
1,1003,1,5773,524,0,4850,1787565617.2962272,1787565625.3919322,1787565617.4046056,967962.384259129,967962.434183764,967962.464705172,967962.464705172,True
1,1004,0,17719,418,0,44,1787565625.9130511,1787565634.406568,1787565627.599748,967972.571752032,967972.92194954,967972.956571577,967972.956571577,True
1,1005,1,6843,421,0,6297,1787565634.407556,1787565640.9669018,1787565634.5181944,967979.496223085,967979.528701166,967979.559228254,967979.559228254,True
1,1006,1,7970,70,0,7264,1787565640.967688,1787565642.209644,1787565641.08274,967986.055025866,967986.089748114,967986.120191902,967986.120191902,True
2,2000,1,3910,712,0,0,1787565611.532067,1787565622.6004565,1787565611.6662884,967956.649467638,967956.714462982,967956.744938789,967956.744938789,True
2,2001,1,5199,286,0,4622,1787565624.3315935,1787565628.85009,1787565624.455616,967969.428321722,967969.460479852,967969.49104176,967969.49104176,True
2,2002,0,6324,63,0,0,1787565630.7875254,1787565632.3943143,1787565631.291058,967976.270013641,967976.41283263,967976.443380628,967976.443380628,True
2,2003,1,5505,113,0,5485,1787565632.394962,1787565634.2149491,1787565632.4403284,967977.421681856,967977.452516486,967977.48260491,967977.48260491,True
2,2004,0,7259,48,0,44,1787565635.750437,1787565639.2845633,1787565638.290192,967983.259672923,967983.444596453,967983.474702117,967983.474702117,True
2,2005,1,6051,370,0,5618,1787565639.285142,1787565645.0705328,1787565639.3547606,967984.334200679,967984.366341218,967984.396680895,967984.396680895,True
2,2006,0,12736,52,0,56,1787565646.1991663,1787565648.397494,1787565647.3211355,967992.295943437,967992.570718768,967992.602370314,967992.602370314,True
2,2007,1,7200,966,0,6421,1787565648.398177,1787565663.18847,1787565648.512167,967993.495292626,967993.529759652,967993.560308409,967993.560308409,True
2,2008,0,6093,43,0,56,1787565664.287042,1787565665.5491598,1787565664.7613137,968009.730710982,968009.851217773,968009.886464264,968009.886464264,True
2,2009,1,7514,140,0,7514,1787565665.5499356,1787565667.8138826,1787565665.5985365,968010.576281009,968010.60733875,968010.63813567,968010.63813567,True
2,2010,0,6111,50,0,46,1787565668.3448694,1787565672.4584615,1787565671.4904318,968016.469866734,968016.61210019,968016.64298201,968016.64298201,True
2,2011,1,7857,161,0,7654,1787565672.4593663,1787565675.049195,1787565672.5083966,968017.478526505,968017.511389111,968017.542470962,968017.542470962,True
2,2012,0,2180,48,0,44,1787565676.5668387,1787565687.4274402,1787565685.1140225,968030.390572068,968031.548250676,968031.587145024,968031.587145024,True
2,2013,1,8173,142,0,8018,1787565687.4282055,1787565689.68443,1787565687.4789677,968032.451259356,968032.483903718,968032.514262506,968032.514262506,True
2,2014,1,9207,105,0,8315,1787565691.2590349,1787565693.062387,1787565691.3782077,968036.35403956,968036.395732018,968036.426520028,968036.426520028,True
2,2015,0,33750,149,0,44,1787565693.7756734,1787565704.6016607,1787565700.4914932,968045.469414695,968046.205404253,968046.23858259,968046.23858259,True
2,2016,1,9823,314,0,9312,1787565704.6030388,1787565709.6784708,1787565704.6834924,968049.665405223,968049.69867881,968049.731950068,968049.731950068,True
2,2017,0,9604,106,0,44,1787565751.8413322,1787565762.883629,1787565759.6285925,968104.821786111,968105.319671853,968105.356850838,968105.356850838,True
2,2018,1,10250,182,0,10137,1787565762.8848724,1787565765.942631,1787565762.9586575,968107.943425069,968107.975230887,968108.005530703,968108.005530703,True
2,2019,0,2007,59,0,44,1787565767.1777437,1787565768.3726597,1787565767.3301878,968112.300286533,968112.361716013,968112.391729988,968112.391729988,True
2,2020,1,11208,770,0,10432,1787565768.3737392,1787565783.949201,1787565768.4950435,968113.467363582,968113.510872913,968113.542051036,968113.542051036,True
2,2021,0,2101,63,0,49,1787565785.102058,1787565808.2504067,1787565806.2010822,968151.268902523,968151.401732034,968151.448258817,968151.448258817,True
2,2022,1,11522,121,0,11522,1787565808.251659,1787565810.430212,1787565808.3118155,968153.292037295,968153.325017152,968153.358248909,968153.358248909,True
2,2023,0,7310,105,0,44,1787565810.9737718,1787565832.231525,1787565829.619426,968174.612797165,968174.812044852,968174.85659442,968174.85659442,True
2,2024,1,11912,145,0,11643,1787565832.2326684,1787565835.052563,1787565832.298895,968177.274660876,968177.314174939,968177.352503094,968177.352503094,True
2,2025,0,7248,30,0,46,1787565835.6016066,1787565870.525027,1787565869.7337725,968214.713976845,968214.902962349,968214.940217606,968214.940217606,True
2,2026,1,13276,1208,0,12057,1787565870.5264826,1787565891.261022,1787565870.698907,968215.674768729,968215.724912988,968215.756775167,968215.756775167,True
2,2027,1,15242,1199,0,14484,1787565892.8543053,1787565918.504752,1787565893.090907,968238.073079268,968238.124073404,968238.156391785,968238.156391785,True
2,2028,1,16663,551,0,16441,1787565920.0029104,1787565932.04554,1787565920.1947255,968265.180717417,968265.222018223,968265.265080552,968265.265080552,True
2,2029,1,17589,112,0,17214,1787565933.6262462,1787565938.1872118,1787565935.3253973,968280.299796698,968280.700694963,968280.737213315,968280.737213315,True
2,2030,0,7815,16,0,46,1787565939.5536191,1787565976.6034214,1787565976.114991,968321.098371044,968321.292713878,968321.324521686,968321.324521686,True
2,2031,1,17840,112,0,17701,1787565976.6051762,1787565978.5618167,1787565976.6610198,968321.638132127,968321.673504991,968321.704865726,968321.704865726,True
2,2032,0,7850,53,0,48,1787565979.6793883,1787566053.2789786,1787566050.9579616,968396.298852636,968396.926434933,968396.968917698,968396.968917698,True
2,2033,1,18971,952,0,17952,1787566053.2807093,1787566071.4717774,1787566053.4457476,968398.430657206,968398.479220414,968398.510409898,968398.510409898,True
2,2034,0,12739,53,0,53,1787566072.0438662,1787566111.8511906,1787566110.3626149,968455.340337368,968455.636562366,968455.668948229,968455.668948229,True
2,2035,1,19410,255,0,19410,1787566111.8531246,1787566117.7162626,1787566111.9522412,968456.925504248,968456.968657418,968457.013057357,968457.013057357,True
2,2036,0,12867,185,0,44,1787566118.2856443,1787566147.6179783,1787566144.0709012,968489.056572697,968489.368736171,968489.411551229,968489.411551229,True
2,2037,1,18918,135,0,3914,1787566147.6190069,1787566152.5277872,1787566149.204942,968494.188053733,968494.516437873,968494.554052633,968494.554052633,True
2,2038,1,20072,70,0,4217,1787566154.1373117,1787566158.175244,1787566155.974165,968500.947629863,968501.324351701,968501.386618848,968501.386618848,True
3,3000,1,2692,338,0,0,1787565620.6626155,1787565625.8652737,1787565620.7118902,967965.694425633,967965.727091726,967965.757693215,967965.757693215,True
3,3001,1,4026,344,0,3030,1787565628.162067,1787565633.6177266,1787565628.2832,967973.257816795,967973.307224607,967973.338075558,967973.338075558,True
3,3002,1,5271,122,0,4370,1787565635.3892028,1787565637.4331272,1787565635.5056903,967980.487550467,967980.535909202,967980.566450189,967980.566450189,True
3,3003,1,6569,174,0,5393,1787565639.970978,1787565642.8245077,1787565640.101746,967985.077395182,967985.122768435,967985.153584195,967985.153584195,True
3,3004,1,7869,172,0,6743,1787565644.365203,1787565647.172356,1787565644.5016809,967989.481706386,967989.526047972,967989.556585861,967989.556585861,True
3,3005,0,7359,124,0,0,1787565648.1462114,1787565650.8570142,1787565648.740522,967993.714727032,967993.895888385,967993.962713731,967993.962713731,True
3,3006,1,8347,204,0,8041,1787565650.857794,1787565654.0720437,1787565650.9631436,967995.938224259,967995.970171007,967996.000211061,967996.000211061,True
3,3007,0,367,53,0,124,1787565654.7355397,1787565655.5746486,1787565654.7671645,967999.735274927,967999.74263275,967999.774771839,967999.774771839,True
3,3008,1,8645,97,0,8551,1787565655.575711,1787565657.1604223,1787565655.6286454,968000.610650785,968000.642331321,968000.672859839,968000.672859839,True
3,3009,1,9826,278,0,8742,1787565659.8661752,1787565664.3077593,1787565660.0138445,968004.994536035,968005.046326244,968005.076972613,968005.076972613,True
3,3010,0,297,54,0,44,1787565664.9330895,1787565665.8198192,1787565664.9685264,968009.949240302,968009.983243115,968010.012988698,968010.012988698,True
3,3011,1,10110,97,0,10104,1787565665.8206809,1787565667.440851,1787565665.8698723,968010.852883093,968010.884338208,968010.914968907,968010.914968907,True
3,3012,1,11555,364,0,10207,1787565668.9364016,1787565674.7708638,1787565669.0995302,968014.082348079,968014.139354466,968014.170123625,968014.170123625,True
3,3013,0,7561,110,0,44,1787565678.9850318,1787565689.0241828,1787565685.6175923,968030.587225502,968031.548250676,968031.587145024,968031.587145024,True
3,3014,1,12133,307,0,11919,1787565689.025218,1787565693.8987494,1787565689.1137846,968034.095047606,968034.130829191,968034.163438614,968034.163438614,True
3,3015,0,20726,142,0,126,1787565694.9687157,1787565706.1378777,1787565702.550325,968047.526195049,968048.061945967,968048.100407702,968048.100407702,True
3,3016,1,12515,75,0,12440,1787565706.13957,1787565707.4592376,1787565706.2049606,968051.181243443,968051.213322052,968051.24375864,968051.24375864,True
3,3017,1,13000,69,0,12590,1787565707.4605088,1787565708.7210689,1787565707.541129,968052.520910475,968052.554807547,968052.585601897,968052.585601897,True
4,4000,1,2898,518,0,0,1787565622.359683,1787565630.3143747,1787565622.4212103,967967.396912465,967967.429289626,967967.459846393,967967.459846393,True
4,4001,1,4042,184,0,3416,1787565631.9832494,1787565634.9388506,1787565632.085595,967977.066372412,967977.102079846,967977.132179371,967977.132179371,True
4,4002,0,20570,24,0,0,1787565635.606984,1787565638.819152,1787565637.8784797,967982.851655442,967983.409811934,967983.444560082,967983.444560082,True
4,4003,1,4425,228,0,4226,1787565638.8196704,1787565642.4351602,1787565638.8729424,967983.857437218,967983.891639022,967983.922066399,967983.922066399,True
4,4004,0,20852,308,0,46,1787565642.9564805,1787565650.8274655,1787565645.347664,967990.320462341,967990.732810773,967990.768859941,967990.768859941,True
4,4005,1,5146,267,0,4653,1787565650.8281753,1787565654.968423,1787565650.902431,967995.874587965,967995.906406842,967995.938181919,967995.938181919,True
4,4006,1,6277,170,0,5413,1787565656.7931662,1787565659.509796,1787565656.9030693,968001.873202536,968001.909863738,968001.94097044,968001.94097044,True
4,4007,1,7558,131,0,6447,1787565661.1563,1787565663.4089615,1787565661.291337,968006.275303627,968006.33033298,968006.361070779,968006.361070779,True
4,4008,1,8674,153,0,7689,1787565664.9837325,1787565667.5453706,1787565665.1041806,968010.086421462,968010.137810289,968010.16880199,968010.16880199,True
4,4009,0,20567,23,0,44,1787565668.0662727,1787565671.9765186,1787565671.0143647,968015.98739282,968016.41748146,968016.452807513,968016.452807513,True
4,4010,1,9002,175,0,8827,1787565671.9774525,1787565674.8013432,1787565672.0291862,968017.011426591,968017.044741488,968017.076146113,968017.076146113,True
4,4011,0,59690,679,0,45,1787565675.3321528,1787565700.1047604,1787565684.977775,968029.95962071,968031.548250676,968031.587145024,968031.587145024,True
4,4012,1,10456,505,0,9177,1787565700.1066935,1787565708.1669524,1787565700.2641094,968045.236623212,968045.28249233,968045.313269209,968045.313269209,True
4,4013,0,59095,72,0,44,1787565708.706777,1787565720.920186,1787565718.0464454,968063.027997327,968064.339914743,968064.37870698,968064.37870698,True
4,4014,1,10909,251,0,10909,1787565720.9218752,1787565724.8763638,1787565720.9960494,968065.97933214,968066.012570707,968066.043386677,968066.043386677,True
4,4015,1,12172,129,0,11160,1787565726.557202,1787565728.7365344,1787565726.701374,968071.683907103,968071.734646485,968071.765683047,968071.765683047,True
4,4016,0,23366,25,0,44,1787565730.6158557,1787565747.0891297,1787565746.0217447,968091.00324395,968091.540148799,968091.578000369,968091.578000369,True
4,4017,1,12582,247,0,12301,1787565747.090861,1787565751.0981903,1787565747.170233,968092.147724853,968092.181286113,968092.212157794,968092.212157794,True
4,4018,0,23498,161,0,44,1787565752.7942548,1787565766.723408,1787565762.1955636,968107.18435863,968107.830130319,968107.868976416,968107.868976416,True
4,4019,1,13671,779,0,12829,1787565766.7250042,1787565782.456518,1787565766.936062,968111.919831062,968111.96156109,968111.993979142,968111.993979142,True
4,4020,0,59361,345,0,46,1787565782.9967206,1787565813.8734975,1787565802.8958309,968147.879673424,968149.173697956,968149.212269002,968149.212269002,True
4,4021,1,14316,164,0,14316,1787565813.8753386,1787565817.124435,1787565813.976172,968158.961137799,968158.993775413,968159.029247737,968159.029247737,True
4,4022,0,59078,64,0,44,1787565817.6574564,1787565843.0937734,1787565839.5795417,968184.564605124,968185.856355866,968185.902570917,968185.902570917,True
4,4023,1,14664,150,0,14480,1787565843.0958636,1787565845.5323336,1787565843.1607256,968188.137582734,968188.172418324,968188.203381496,968188.203381496,True
4,4024,1,15136,132,0,14814,1787565847.0658553,1787565849.4473922,1787565847.1516316,968192.140041753,968192.172810048,968192.204160022,968192.204160022,True
4,4025,1,16425,143,0,15268,1787565851.3915086,1787565854.1873748,1787565851.5722878,968196.545780682,968196.593454063,968196.624752097,968196.624752097,True
4,4026,1,17580,106,0,16568,1787565856.075703,1787565858.0908337,1787565856.2436564,968201.223742663,968201.274819329,968201.305831531,968201.305831531,True
4,4027,0,26141,106,0,44,1787565858.85085,1787565894.9775193,1787565891.625148,968236.609457068,968237.218869956,968237.263625156,968237.263625156,True
4,4028,1,17952,138,0,17686,1787565894.979983,1787565897.980485,1787565895.048653,968240.031811278,968240.069638119,968240.109914638,968240.109914638,True
4,4029,1,19120,147,0,18090,1787565899.6632328,1787565902.9655008,1787565899.8376255,968244.826071804,968244.873327713,968244.905230822,968244.905230822,True
4,4030,0,29297,152,0,44,1787565904.0356195,1787565919.770424,1787565915.5946145,968260.574565419,968261.355096136,968261.398437546,968261.398437546,True
4,4031,1,20063,632,0,19267,1787565919.7728057,1787565933.4408388,1787565919.9316378,968264.915469885,968264.961796657,968264.993672456,968264.993672456,True
4,4032,1,19632,71,0,2902,1787565933.4419885,1787565937.3278542,1787565935.3234162,968280.299789147,968280.700694963,968280.737213315,968280.737213315,True
5,5000,1,2783,416,0,0,1787565624.0564246,1787565630.4823594,1787565624.1082566,967969.080866374,967969.112717062,967969.143238119,967969.143238119,True
5,5001,1,4163,157,0,3199,1787565632.1225214,1787565634.699421,1787565632.242789,967977.222657886,967977.270764819,967977.300834484,967977.300834484,True
5,5002,0,4666,148,0,0,1787565638.761561,1787565641.505796,1787565639.127842,967984.100394311,967984.21937636,967984.249963578,967984.249963578,True
5,5003,1,4660,194,0,4320,1787565641.5062258,1787565644.5767298,1787565641.560889,967986.532287032,967986.564463632,967986.594938859,967986.594938859,True
5,5004,1,5906,100,0,4854,1787565646.2414474,1787565647.9502776,1787565646.3612957,967991.333956853,967991.377570984,967991.408061212,967991.408061212,True
5,5005,0,2485,224,0,45,1787565648.669211,1787565652.4042327,1787565648.9284017,967993.912292561,967993.992133571,967994.022119775,967994.022119775,True
5,5006,1,6616,315,0,6006,1787565652.404902,1787565657.3000028,1787565652.4820971,967997.466327224,967997.498590944,967997.529000641,967997.529000641,True
5,5007,1,7810,103,0,6931,1787565659.0172284,1787565660.7794552,1787565659.1410146,968004.121279212,968004.157204168,968004.187896087,968004.187896087,True
5,5008,1,9523,462,0,7913,1787565662.531642,1787565669.801088,1787565662.7094402,968007.682560892,968007.733868068,968007.764208045,968007.764208045,True
5,5009,0,4047,31,0,45,1787565670.531305,1787565672.275685,1787565671.6810634,968016.658904034,968016.761498386,968016.792146665,968016.792146665,True
5,5010,1,9813,134,0,9813,1787565672.276592,1787565674.467087,1787565672.3288643,968017.304852276,968017.339281432,968017.370393314,968017.370393314,True
5,5011,0,3057,48,0,45,1787565675.2114046,1787565676.2820375,1787565675.4431136,968020.415427165,968020.50990366,968020.541147993,968020.541147993,True
5,5012,1,10115,127,0,9947,1787565676.2828972,1787565678.343248,1787565676.3357918,968021.307476775,968021.342308104,968021.373300315,968021.373300315,True
5,5013,1,11306,220,0,10242,1787565680.12873,1787565683.6902668,1787565680.2680893,968025.249710605,968025.303951572,968025.335174145,968025.335174145,True
5,5014,1,12201,115,0,11526,1787565685.2588303,1787565687.1629138,1787565685.38281,968030.356230193,968030.391481094,968030.423867025,968030.423867025,True
5,5015,0,3666,74,0,46,1787565687.671676,1787565689.966441,1787565688.5603015,968033.529636447,968033.63370093,968033.666228373,968033.666228373,True
5,5016,1,12645,237,0,12316,1787565689.9675872,1787565693.7632177,1787565690.0456648,968035.027724047,968035.060571482,968035.0912052,968035.0912052,True
5,5017,1,14008,174,0,12882,1787565695.7849317,1787565698.7170565,1787565695.956431,968040.941409158,968040.995274113,968041.02705388,968041.02705388,True
5,5018,0,4231,214,0,45,1787565699.3594434,1787565707.2357266,1787565702.8556626,968047.86234134,968048.080353228,968048.120781407,968048.120781407,True
5,5019,1,14452,60,0,14182,1787565707.237084,1787565708.3564742,1787565707.3219666,968052.293958133,968052.328263378,968052.358967308,968052.358967308,True
5,5020,1,14952,72,0,14512,1787565708.3578825,1787565709.618992,1787565708.4453886,968053.430216912,968053.463012106,968053.493766046,968053.493766046,True
6,6000,1,3157,774,0,0,1787565624.655361,1787565636.552439,1787565624.7385871,967969.71679346,967969.753736563,967969.7842555,967969.7842555,True
6,6001,1,4402,271,0,3931,1787565637.1146836,1787565641.4138827,1787565637.2265382,967982.200219895,967982.232775837,967982.262925652,967982.262925652,True
6,6002,0,5747,20,0,0,1787565642.8492,1787565643.7490604,1787565643.317804,967988.287086963,967988.406762936,967988.440371906,967988.440371906,True
6,6003,1,4892,338,0,4673,1787565643.749541,1787565649.017947,1787565643.8069625,967988.790526964,967988.823692011,967988.854164538,967988.854164538,True
6,6004,0,2361,40,0,52,1787565650.3957508,1787565651.2559438,1787565650.5797238,967995.549201992,967995.614369528,967995.644422962,967995.644422962,True
6,6005,1,5260,192,0,5230,1787565651.256473,1787565654.241779,1787565651.3021238,967996.283815875,967996.314744126,967996.345394934,967996.345394934,True
6,6006,1,6427,149,0,5452,1787565654.8025844,1787565657.2517154,1787565654.9217532,967999.898248501,967999.948201257,967999.981193462,967999.981193462,True
6,6007,0,2951,26,0,44,1787565661.281795,1787565661.971936,1787565661.5086553,968006.477323709,968006.536527951,968006.572556739,968006.572556739,True
6,6008,1,6810,206,0,6576,1787565661.9725237,1787565665.204214,1787565662.0271983,968007.002420277,968007.034216564,968007.065131195,968007.065131195,True
6,6009,0,27030,58,0,44,1787565665.9161603,1787565670.4826128,1787565668.9830968,968013.959812874,968014.563359863,968014.600395447,968014.600395447,True
6,6010,1,7156,158,0,7016,1787565670.4833364,1787565673.0057647,1787565670.5334003,968015.506431396,968015.539958825,968015.570823625,968015.570823625,True
6,6011,1,8787,403,0,7314,1787565673.5660098,1787565679.9924011,1787565673.723511,968018.705849109,968018.758010101,968018.78870192,968018.78870192,True
6,6012,0,5842,21,0,44,1787565681.30385,1787565686.9977748,1787565686.0890856,968031.060349252,968031.587179714,968031.617602522,968031.617602522,True
6,6013,1,10878,1935,0,9190,1787565686.9988332,1787565716.9370322,1787565687.2255485,968032.196315405,968032.23207845,968032.266339775,968032.266339775,True
6,6014,1,12275,321,0,12275,1787565717.4991014,1787565722.6267028,1787565717.6672328,968062.638361132,968062.643059676,968062.67588818,968062.67588818,True
6,6015,0,5845,17,0,44,1787565724.005062,1787565725.2792046,1787565724.6102798,968069.671617079,968069.971392942,968070.001726789,968070.001726789,True
6,6016,1,12946,519,0,12596,1787565725.2805307,1787565733.3342035,1787565725.3790274,968070.350168569,968070.384282613,968070.414726821,968070.414726821,True
6,6017,1,15294,1182,0,13465,1787565733.894629,1787565752.5206656,1787565734.1802998,968079.166821643,968079.225221071,968079.256240782,968079.256240782,True
6,6018,0,5742,13,0,44,1787565753.7970934,1787565763.2140546,1787565762.6766968,968107.688706727,968107.830130319,968107.868976416,968107.868976416,True
6,6019,1,16661,1223,0,16476,1787565763.2157023,1787565786.5448985,1787565763.4015598,968108.382118887,968108.41470899,968108.445676952,968108.445676952,True
6,6020,1,17175,70,0,17175,1787565786.5469885,1787565788.2431178,1787565786.9660754,968131.95305073,968132.009868897,968132.044018101,968132.044018101,True
7,7000,1,2565,229,0,0,1787565644.7685423,1787565648.3403604,1787565644.8124948,967989.794893121,967989.826867709,967989.856782782,967989.856782782,True
7,7001,1,3769,146,0,2794,1787565649.9032958,1787565652.2761755,1787565650.0126374,967994.986093834,967995.036291092,967995.066732559,967995.066732559,True
7,7002,0,12965,15,0,0,1787565652.928391,1787565654.5754185,1787565654.0816116,967999.052674276,967999.309098916,967999.343631212,967999.343631212,True
7,7003,1,4118,203,0,3915,1787565654.5758688,1787565657.7497256,1787565654.6209636,967999.596267545,967999.628292374,967999.658345878,967999.658345878,True
7,7004,1,5478,517,0,4321,1787565659.761133,1787565667.8438878,1787565659.888578,968004.863026486,968004.914925056,968004.945692006,968004.945692006,True
7,7005,1,5817,301,0,5817,1787565668.84277,1787565673.5579877,1787565668.888489,968013.868374031,968013.898849399,968013.929169675,968013.929169675,True
7,7006,1,6621,738,0,6118,1787565674.7910774,1787565686.2106977,1787565674.880276,968019.859266084,968019.892449831,968019.922945478,968019.922945478,True
7,7007,0,7118,17,0,53,1787565686.8603904,1787565688.85544,1787565688.2628064,968033.251507281,968033.435259904,968033.47264982,968033.47264982,True
7,7008,1,6926,167,0,6926,1787565688.8562524,1787565691.53823,1787565688.9055293,968033.880422893,968033.911557875,968033.941952122,968033.941952122,True
7,7009,0,5455,89,0,53,1787565692.1586533,1787565699.124602,1787565696.3629274,968041.840524861,968042.218085718,968042.255462995,968042.255462995,True
7,7010,1,7315,171,0,7093,1787565699.1253967,1787565701.893146,1787565699.1814134,968044.153555654,968044.187229835,968044.217698623,968044.217698623,True
