session_id,request_id,model_id,num_prefill_tokens,num_decode_tokens,num_cached_tokens,expected_prefix_hit,client_sent_wall,client_recv_wall,arrival,queued,scheduled,prefill_end,request_end,success
0,0,1,2751,403,0,0,1787630526.6190405,1787630535.9994802,1787630526.9845743,1032871.956810914,1032873.422055071,1032873.616163418,1032873.616163418,True
0,1,1,4063,112,0,3154,1787630537.653484,1787630539.8854206,1787630537.7635255,1032882.73632495,1032882.755566387,1032882.777018057,1032882.777018057,True
0,2,0,7622,322,0,0,1787630540.7915735,1787630547.3440013,1787630541.3312583,1032886.30472591,1032886.447383708,1032886.469941908,1032886.469941908,True
0,3,1,5424,846,0,4175,1787630547.3445113,1787630562.9409137,1787630547.4588192,1032892.43187656,1032892.45551963,1032892.475655036,1032892.475655036,True
0,4,0,7314,17,0,44,1787630563.4529245,1787630564.4374156,1787630563.9732409,1032908.94640462,1032909.072711317,1032909.094517911,1032909.094517911,True
0,5,1,5786,223,0,5786,1787630564.4380083,1787630568.538468,1787630564.4807234,1032909.453474641,1032909.459315122,1032909.479677247,1032909.479677247,True
0,6,1,7021,361,0,6009,1787630570.2278488,1787630576.9083352,1787630570.342867,1032915.315929333,1032915.337342548,1032915.357510603,1032915.357510603,True
0,7,0,7532,235,0,44,1787630577.6084905,1787630582.55376,1787630578.1411242,1032923.114409498,1032923.244104234,1032923.265675953,1032923.265675953,True
0,8,1,7830,398,0,7382,1787630582.554505,1787630589.8901467,1787630582.6374223,1032927.610359718,1032927.621583592,1032927.64149225,1032927.64149225,True
0,9,0,6406,8,0,45,1787630590.4241211,1787630591.139286,1787630590.876336,1032935.849562955,1032935.959521961,1032935.98057229,1032935.98057229,True
0,10,1,8323,362,0,8228,1787630591.1399922,1787630597.8694868,1787630591.1956124,1032936.168899104,1032936.174699928,1032936.194967193,1032936.194967193,True
0,11,1,10022,724,0,8685,1787630599.44399,1787630612.793439,1787630599.5932152,1032944.567099243,1032944.593281727,1032944.613702225,1032944.613702225,True
0,12,1,10500,69,0,10500,1787630612.7944562,1787630614.1374052,1787630612.8582132,1032957.832466158,1032957.837092135,1032957.857201646,1032957.857201646,True
1,1000,1,3309,314,0,0,1787630827.641586,1787630833.4921858,1787630827.7334518,1033172.70581931,1033172.729277251,1033172.753860184,1033172.753860184,True
1,1001,1,4634,216,0,3623,1787630835.0814931,1787630839.1546285,1787630835.1909504,1033180.163633134,1033180.183972302,1033180.204436662,1033180.204436662,True
1,1002,0,17704,392,0,0,1787630839.8025577,1787630848.6642537,1787630841.1963415,1033186.172297976,1033186.525146574,1033186.548167263,1033186.548167263,True
1,1003,1,5773,524,0,4850,1787630848.6648407,1787630858.3907647,1787630848.7656083,1033193.73851272,1033193.756932529,1033193.776794494,1033193.776794494,True
1,1004,0,17719,418,0,44,1787630858.9119008,1787630868.2382786,1787630860.3069503,1033205.282764016,1033205.594870901,1033205.618615414,1033205.618615414,True
1,1005,1,6843,421,0,6297,1787630868.2392848,1787630876.065415,1787630868.3403783,1033213.313547364,1033213.32705536,1033213.346667937,1033213.346667937,True
1,1006,1,7970,70,0,7264,1787630876.0663402,1787630877.4835403,1787630876.172417,1033221.145728241,1033221.160812617,1033221.180438726,1033221.180438726,True
2,2000,1,3910,712,0,0,1787630959.323043,1787630972.5052967,1787630959.4483244,1033304.420779364,1033304.452667482,1033304.476935355,1033304.476935355,True
2,2001,1,5199,286,0,4622,1787630974.237651,1787630979.6241431,1787630974.3476665,1033319.320538197,1033319.334552424,1033319.355485748,1033319.355485748,True
2,2002,0,6324,63,0,0,1787630981.562375,1787630983.3094268,1787630982.0084662,1033326.981468579,1033327.091215129,1033327.113176988,1033327.113176988,True
2,2003,1,5505,113,0,5485,1787630983.3099751,1787630985.4454372,1787630983.3510242,1033328.323362046,1033328.329063178,1033328.34898728,1033328.34898728,True
2,2004,0,7259,48,0,44,1787630986.9813662,1787630988.5006416,1787630987.4950802,1033332.468206933,1033332.593430935,1033332.615264072,1033332.615264072,True
2,2005,1,6051,370,0,5618,1787630988.5012288,1787630995.2986012,1787630988.5606377,1033333.533370971,1033333.543421739,1033333.563173281,1033333.563173281,True
2,2006,0,12736,52,0,56,1787630996.4282243,1787630998.561853,1787630997.3807662,1033342.355026606,1033342.576505771,1033342.600117633,1033342.600117633,True
2,2007,1,7200,966,0,6421,1787630998.5625122,1787631016.270221,1787630998.666742,1033343.639734514,1033343.655948902,1033343.676438715,1033343.676438715,True
2,2008,0,6093,43,0,56,1787631017.3688772,1787631018.7020023,1787631017.797433,1033362.770438869,1033362.87766441,1033362.898842345,1033362.898842345,True
2,2009,1,7514,140,0,7514,1787631018.7026474,1787631021.353412,1787631018.7457564,1033363.718921101,1033363.723402789,1033363.743072784,1033363.743072784,True
2,2010,0,6111,50,0,46,1787631021.8843665,1787631023.342291,1787631022.307165,1033367.27988231,1033367.384992436,1033367.405761037,1033367.405761037,True
2,2011,1,7857,161,0,7654,1787631023.3428867,1787631026.3712971,1787631023.388525,1033368.361475417,1033368.376654175,1033368.396547364,1033368.396547364,True
2,2012,0,2180,48,0,44,1787631027.8911796,1787631028.9656937,1787631028.0453072,1033373.017251836,1033373.056920794,1033373.076561511,1033373.076561511,True
2,2013,1,8173,142,0,8018,1787631028.9664392,1787631031.606703,1787631029.008629,1033373.981640483,1033373.990718541,1033374.010235486,1033374.010235486,True
2,2014,1,9207,105,0,8315,1787631033.183188,1787631035.235006,1787631033.2862153,1033378.259498402,1033378.279307122,1033378.29984991,1033378.29984991,True
2,2015,0,33750,149,0,44,1787631035.9484603,1787631042.585434,1787631039.0859716,1033384.068146049,1033384.810903307,1033384.836798107,1033384.836798107,True
2,2016,1,9823,314,0,9312,1787631042.5863495,1787631048.4232368,1787631042.6583145,1033387.632075606,1033387.644617871,1033387.664388641,1033387.664388641,True
2,2017,0,9604,106,0,44,1787631090.5854254,1787631093.9966018,1787631091.3459232,1033436.332273215,1033436.643064346,1033436.682485379,1033436.682485379,True
