session_id,request_id,model_id,num_prefill_tokens,num_decode_tokens,num_cached_tokens,expected_prefix_hit,client_sent_wall,client_recv_wall,arrival,queued,scheduled,prefill_end,request_end,success
0,0,1,2751,403,0,0,1787562727.4397118,1787562734.8332396,1787562727.9714465,965072.940443778,965073.678385205,965074.005482141,965074.005482141,True
0,1,1,4063,112,0,3154,1787562736.488739,1787562738.2516136,1787562736.6176686,965081.587736272,965081.611228892,965081.648406027,965081.648406027,True
0,2,0,7622,322,0,0,1787562739.1577992,1787562744.722592,1787562739.7752216,965084.746647388,965085.014317033,965085.050102374,965085.050102374,True
0,3,1,5424,846,0,4175,1787562744.7231216,1787562757.133037,1787562744.8559418,965089.826740792,965089.856825898,965089.895151907,965089.895151907,True
0,4,0,7314,17,0,44,1787562757.6447637,1787562758.8050623,1787562758.2322123,965103.209424114,965103.383546538,965103.539837612,965103.539837612,True
0,5,1,5786,223,0,5786,1787562758.8056552,1787562762.0485642,1787562758.8535066,965103.830699023,965103.861482211,965103.889789292,965103.889789292,True
0,6,1,7021,361,0,6009,1787562763.737723,1787562769.0890017,1787562763.8627143,965108.834186861,965108.85912285,965108.896984049,965108.896984049,True
0,7,0,7532,235,0,44,1787562769.7882986,1787562773.9788835,1787562770.3961124,965115.367455909,965115.549966019,965115.579930556,965115.579930556,True
0,8,1,7830,398,0,7382,1787562773.97965,1787562779.8098476,1787562774.074868,965119.048573576,965119.081524475,965119.109876252,965119.109876252,True
0,9,0,6406,8,0,45,1787562780.344808,1787562781.1551125,1787562780.852872,965125.828788933,965125.985944697,965126.016682483,965126.016682483,True
0,10,1,8323,362,0,8228,1787562781.1567578,1787562786.881062,1787562781.2255936,965126.196493028,965126.232073278,965126.261098422,965126.261098422,True
0,11,1,10022,724,0,8685,1787562788.4550982,1787562800.1229491,1787562788.63651,965133.614843672,965133.662257239,965133.693318739,965133.693318739,True
0,12,1,10500,69,0,10500,1787562800.124092,1787562801.2722754,1787562800.1969202,965145.178212661,965145.209428995,965145.239824345,965145.239824345,True
1,1000,1,3309,314,0,0,1787562757.541758,1787562762.3746805,1787562757.644489,965102.614612289,965102.64002423,965102.676025222,965102.676025222,True
1,1001,1,4634,216,0,3623,1787562763.962459,1787562767.2039728,1787562764.085062,965109.058258559,965109.111605994,965109.140766323,965109.140766323,True
1,1002,0,17704,392,0,0,1787562767.8514266,1787562775.825946,1787562769.5393796,965114.514649983,965115.018403307,965115.057412917,965115.057412917,True
1,1003,1,5773,524,0,4850,1787562775.8268142,1787562783.6685832,1787562775.9334157,965120.91195239,965120.960926691,965120.997777928,965120.997777928,True
1,1004,0,17719,418,0,44,1787562784.1899085,1787562792.6370504,1787562785.8804035,965130.860105293,965131.233100454,965131.264497967,965131.264497967,True
1,1005,1,6843,421,0,6297,1787562792.6379528,1787562799.5815244,1787562792.7473898,965137.723352114,965137.756735122,965137.786796487,965137.786796487,True
1,1006,1,7970,70,0,7264,1787562799.582378,1787562800.8039043,1787562799.6984153,965144.683000124,965144.718449519,965144.748336624,965144.748336624,True
