session_id,request_id,model_id,num_prefill_tokens,num_decode_tokens,num_cached_tokens,expected_prefix_hit,client_sent_wall,client_recv_wall,arrival,queued,scheduled,prefill_end,request_end,success
0,0,1,2751,403,0,0,1787567484.4352405,1787567500.887241,1787567485.237132,969830.205691963,969831.32873958,969831.55359467,969831.55359467,True
0,1,1,4063,112,0,3154,1787567502.5424142,1787567506.9072835,1787567502.8667517,969847.836073483,969847.870355354,969847.909999051,969847.909999051,True
0,2,0,7622,322,0,0,1787567507.8134618,1787567521.3118775,1787567509.5062191,969854.47617068,969854.911517641,969854.953934636,969854.953934636,True
0,3,1,5424,846,0,4175,1787567521.312374,1787567551.8639953,1787567521.644496,969866.637530652,969866.742091116,969866.812725162,969866.812725162,True
0,4,0,7314,17,0,44,1787567552.376258,1787567554.955798,1787567553.9822288,969898.968897658,969899.298507595,969899.359840869,969899.359840869,True
0,5,1,5786,223,0,5786,1787567554.9564288,1787567563.0370967,1787567555.0631769,969900.060930044,969900.130306702,969900.20110434,969900.20110434,True
0,6,1,7021,361,0,6009,1787567564.725437,1787567579.0630474,1787567565.0330691,969910.003565704,969910.09477297,969910.163481234,969910.163481234,True
0,7,0,7532,235,0,44,1787567579.7618284,1787567592.9388578,1787567583.0351064,969928.022851131,969928.499592157,969928.558152113,969928.558152113,True
0,8,1,7830,398,0,7382,1787567592.9398775,1787567613.8823,1787567597.7148385,969942.696192947,969943.892161987,969944.028320399,969944.028320399,True
0,9,0,6406,8,0,45,1787567614.4161608,1787567616.688265,1787567615.9488606,969960.927537132,969961.34018987,969961.407064924,969961.407064924,True
0,10,1,8323,362,0,8228,1787567616.6890745,1787567629.6915505,1787567616.8338797,969961.827863967,969961.896965145,969961.965847872,969961.965847872,True
0,11,1,10022,724,0,8685,1787567631.2643487,1787567659.5159285,1787567631.710096,969976.70161973,969976.801452398,969976.870574967,969976.870574967,True
0,12,1,10500,69,0,10500,1787567659.5170507,1787567676.2919414,1787567672.3682437,970017.369821185,970018.501255931,970018.568149316,970018.568149316,True
1,1000,1,3309,314,0,0,1787567514.537038,1787567525.9307668,1787567514.7979834,969859.794527338,969859.88991331,969860.08444133,969860.08444133,True
1,1001,1,4634,216,0,3623,1787567527.5190916,1787567535.4896286,1787567527.844318,969872.830836919,969872.940968032,969873.010212998,969873.010212998,True
