session_id,request_id,model_id,num_prefill_tokens,num_decode_tokens,num_cached_tokens,expected_prefix_hit,client_sent_wall,client_recv_wall,arrival,queued,scheduled,prefill_end,request_end,success
0,0,1,2751,403,0,0,1787627716.2105289,1787627725.6725385,1787627716.5821383,1030061.550527862,1030063.098214098,1030063.298054845,1030063.298054845,True
0,1,1,4063,112,0,3154,1787627727.3276732,1787627729.5531046,1787627727.437651,1030072.406624546,1030072.425494523,1030072.446976098,1030072.446976098,True
0,2,0,7622,322,0,0,1787627730.459269,1787627737.070871,1787627730.9999769,1030075.96975086,1030076.125184387,1030076.146871203,1030076.146871203,True
0,3,1,5424,846,0,4175,1787627737.071381,1787627752.643431,1787627737.1859837,1030082.155318971,1030082.180595572,1030082.200394385,1030082.200394385,True
0,4,0,7314,17,0,44,1787627753.155427,1787627754.1451013,1787627753.6756084,1030098.64569558,1030098.77483894,1030098.797317472,1030098.797317472,True
0,5,1,5786,223,0,5786,1787627754.145774,1787627758.2635026,1787627754.1890757,1030099.158155233,1030099.163813641,1030099.183160911,1030099.183160911,True
0,6,1,7021,361,0,6009,1787627759.952843,1787627766.7283351,1787627760.0665138,1030105.036259237,1030105.057728441,1030105.077536664,1030105.077536664,True
0,7,0,7532,235,0,44,1787627767.4287982,1787627772.4114497,1787627767.9602838,1030112.929790329,1030113.061498997,1030113.08423263,1030113.08423263,True
0,8,1,7830,398,0,7382,1787627772.4121742,1787627779.820151,1787627772.4954147,1030117.465115858,1030117.477135328,1030117.497015342,1030117.497015342,True
0,9,0,6406,8,0,45,1787627780.354123,1787627781.0716312,1787627780.8067524,1030125.776409308,1030125.886370329,1030125.908894251,1030125.908894251,True
0,10,1,8323,362,0,8228,1787627781.0723512,1787627787.8051488,1787627781.1278894,1030126.097542432,1030126.1032615,1030126.123081874,1030126.123081874,True
0,11,1,10022,724,0,8685,1787627789.379405,1787627803.189118,1787627789.529332,1030134.499658656,1030134.52705331,1030134.547312487,1030134.547312487,True
